Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"C33","10uF","SMD-0805",140.0775,-71.1500,180.0000,bottom
"C37","100nF","SMD-0805",140.0775,-73.6900,180.0000,bottom
"J28","SD_Card-FPS009-4200-0","FPS009-4200-0",139.1250,-112.8060,-90.0000,bottom
"R24","100","SMD-0805",133.5370,-73.2455,-90.0000,bottom
"R25","100","SMD-0805",136.0770,-73.2455,-90.0000,bottom
"R26","100","SMD-0805",143.6970,-73.2455,-90.0000,bottom
"R27","100","SMD-0805",148.7770,-73.2455,-90.0000,bottom
